hash,content,template,keywords
f3c5a7ed37240afa04a17987a3c6479c9d1dff04a10146bced308d8717fee8cb,[ <*>.<*>] rtc_cmos <*>:<*>: setting system clock to <*>-<*>-<*> <*>:<*>:<*> UTC (<*>),sepses:LogLine_08557253,setting system clock
ad32336488cb81b410cd36b94315f9815d709a887f6f584de2c8ba31b0a897a5,"[ <*>.<*>] BIOS EDD facility v0.<*> <*>-Jun-<*>, <*> devices found",sepses:LogLine_a0b05f91,bio edd facility v0|device find
d33f4add16179e6b3ddc82f79a51163968e91a401ff55dc788f6de4c6da5971e,[ <*>.<*>] PM: Hibernation image not present or could not be loaded.,sepses:LogLine_ba63cd59,hibernation image|be load
8cfb99383378efef05a43863881efa2c81fea19e442f4347c0953f407428d7cb,"[ <*>.<*>] ata2.<*>: ATAPI: VMware Virtual IDE CDROM Drive, <*>, max UDMA/<*>",sepses:LogLine_01eee16c,VMware Virtual IDE CDROM Drive
def46f0dca6dac322e86d54aad344e04999630bfc907dea47ada4d68e48ea9d2,[ <*>.<*>] ata2.<*>: configured for UDMA/<*>,sepses:LogLine_3b672541,
8920e270bf2ec69ac8faea6a179229330286061558b9c449a89726f136209e44,[ <*>.<*>] scsi <*>:<*>:<*>:<*>: CD-ROM NECVMWar VMware IDE CDR10 <*>.<*> PQ: <*> ANSI: <*>,sepses:LogLine_a86df64a,cd-rom NECVMWar VMware IDE cdr10
604366f3c0f812fb00f2deb9c4bdfb53ce356cd693eefb8a8e286a35987fed00,[ <*>.<*>] sr <*>:<*>:<*>:<*>: [sr0] scsi3-mmc drive: 1x/1x writer dvd-ram cd/rw xa/form2 cdda tray,sepses:LogLine_b81d7dbf,scsi3-mmc drive|writer dvd-ram cd/rw xa/form2 cdda tray
38f89783c81455c9c257f1ff12ffb3718c938fafab68f5420537f0cfe1415960,[ <*>.<*>] cdrom: Uniform CD-ROM driver Revision: <*>.<*>,sepses:LogLine_3c032de4,Uniform cd-rom driver Revision
b21aba55e30655629ecb45a08a2ef660cba7ad993df128064cd598d272646c9a,[ <*>.<*>] sr <*>:<*>:<*>:<*>: Attached scsi CD-ROM sr<*>,sepses:LogLine_74c6e44a,attach scsus cd-rom sr
5efb9c78534e968b2a11c0c4586a261efa9db45cef4c2a364a744c6d87da0ff0,[ <*>.<*>] <*> <*>:<*>:<*>:<*>: Attached scsi generic <*> type <*>,sepses:LogLine_7fc4e243,attach scsus generic
7a0b35ab5897994a51e2281a43c23c28d4a91f439197a944c4a3d8b6181c62ac,[ <*>.<*>] Write protecting the kernel read-only data: <*>,sepses:LogLine_326565b3,write protect|kernel read-only datum
69bd35ac7206344c172834ab5fb9a2ad8c080a91b1d160435e9f9cab79103e7a,"[ <*>.<*>] random: <*> uninitialized urandom read (<*> bytes read, <*> bits of entropy available)",sepses:LogLine_4663c56f,uninitialized urandom read|byte read|entropy available
38ca18b493ef034e6483fb4bbc3393be007b52e15268b01e512562322948eab5,[ <*>.<*>] FUJITSU Extended Socket Network Device Driver - version <*>.<*> - Copyright (c) <*> FUJITSU LIMITED,sepses:LogLine_01c27071,FUJITSU Extended Socket Network Device driver|FUJITSU LIMITED
bc6ded0053158f937dec88cb77b2982739644ea47a0d15636b029e1a12e7a368,[ <*>.<*>] Floppy drive(s): fd0 is <*>.44M,sepses:LogLine_c3deae36,floppy drive|fd0 be
8eb7ed448932d0cb480893b02ef36e1f38f9336ce0a6969cef2879b0b3d76e2b,[ <*>.<*>] FDC <*> is a post-<*> <*>,sepses:LogLine_955d9e3a,
6dc162a62fbdfbe89242f7a2272cbd5795cb18d66776fdfedfb26d73c56e7970,[ <*>.<*>] [drm] Initialized drm <*>.<*>.<*> <*>,sepses:LogLine_78195a27,initialize drm
8758a2ce416d1571f01e63181e544fcd538b77feb71e6b9be8e582796346bcf8,[ <*>.<*>] Fusion MPT base driver <*>.<*>.<*>,sepses:LogLine_3d3553ea,fusion mpt base driver
98ae9cbc9a27c09071b62fee299937fb48cef5effdf2468a327ec18f7b3b8e1f,[ <*>.<*>] Copyright (c) <*>-<*> LSI Corporation,sepses:LogLine_a9765c9f,LSI Corporation
14a3c074dff04ff40f846db69cac5828d67a2e1865b674c56b9f21cf8dffcbbd,[ <*>.<*>] VMware vmxnet3 virtual NIC driver - version <*>-k-NAPI,sepses:LogLine_bf208c9b,VMware vmxnet3 virtual nic driver
7fe4b967b6a7fd8bef153388ee06f5bcd929e934ccd234e13d3e78f7fd24cac2,"[ <*>.<*>] vmxnet3 <*>:<*>:<*>.<*>: # of Tx queues : <*>, # of Rx queues : <*>",sepses:LogLine_b61183e3,tx queue|rx queue
b0dbfbe9b089d89b38c74c3a03143ad9b6449010e705438a34ab0cb79141675e,[ <*>.<*>] Fusion MPT SPI Host driver <*>.<*>.<*>,sepses:LogLine_4acb21ed,fusion MPT SPI Host driver
c3db67d436e7d0b3f79d409f61913b223b36d49082003500d3fe4c1766aa8ad1,[ <*>.<*>] vmxnet3 <*>:<*>:<*>.<*> <*> NIC Link is Up <*> Mbps,sepses:LogLine_f6738fb0,nic link be
926ce2768217ba638bb591e0a4509d69ff82fea9885b9474339c1966acf243fc,[ <*>.<*>] mptbase: ioc0: Initiating bringup,sepses:LogLine_bfbb2f6d,initiate bringup
3f8f60fa1936f8db804b2f0e759809dc22c4432039658b4d1bf196aa071e6350,[ <*>.<*>] input: VirtualPS/<*> VMware VMMouse as /devices/platform/i8042/serio1/input/input<*>,sepses:LogLine_b4e0009e,VMware VMMouse
8f598e2d2e5af027d41f2ec806cce21e8ee8be698576eca84b347a353bb14879,[ <*>.<*>] vmxnet3 <*>:<*>:<*>.<*> ens160: renamed from eth<*>,sepses:LogLine_86c8a9e5,
c58165bd3f265c3cc3705220b2a6168978f719d6e1d91e9c10c108df2c54b7e9,[ <*>.<*>] ioc0: LSI53C1030 B0: Capabilities={Initiator},sepses:LogLine_87cfa48c,lsi53c1030 b0
8edb4f8728fe1e28f5d7075e949b2b7f70684edbae2081a72fe4878b2ae04e0c,"[ <*>.<*>] scsi host2: ioc0: LSI53C1030 B0, FwRev=01032920h, Ports=<*>, MaxQ=<*>, IRQ=<*>",sepses:LogLine_d83f375a,scsus host2|lsi53c1030 b0
f1e9daf1bf5e712480bae47c3912b2d1f227e94ea0370190c9fb3140c751b5a3,[ <*>.<*>] scsi <*>:<*>:<*>:<*>: Direct-Access VMware Virtual disk <*>.<*> PQ: <*> ANSI: <*>,sepses:LogLine_031ffec2,direct-access VMware Virtual disk
208b7963b43a62d1fb97b6658212a607989f86c8e05495dc3649ee0ac426ba4e,[ <*>.<*>] scsi target2:<*>:<*>: <*> Domain Validation,sepses:LogLine_90533fb0,scsus target2|domain validation
3e1ea75c3e75e35f02ef96d636ffa37a04af3ae37dc0ed0bb10e4dee8032ef18,[ <*>.<*>] [drm] DMA map mode: Using physical TTM page addresses.,sepses:LogLine_5d667c4a,dma map mode|use physical ttm page address
0de66790f9ee867e660faf61e2010a9d185b5aa32d000376428e0849c0c25bb6,[ <*>.<*>] scsi target2:<*>:<*>: Domain Validation skipping write tests,sepses:LogLine_e2c06824,scsus target2|domain validation skip write test
7c8f291b6eefeaa7bff67d7b76c6c0890b859b727e023b99415af4db722429a6,"[ <*>.<*>] scsi target2:<*>:<*>: FAST-<*> WIDE SCSI <*>.<*> MB/s ST (<*> ns, offset <*>)",sepses:LogLine_352c22da,scsus target2|WIDE SCSI|mb/s st
5bb5747bd12ce033c3a3b4f648de4d5137ec7ee5e2d66af299e296afd6d20905,[ <*>.<*>] [drm] <*> <*>,sepses:LogLine_3578c8d2,
6004f4244b26f3ca3b47187b76160aac3e8ddc20400795f683be80112295b2ae,[ <*>.<*>] [drm] <*> <*> <*>.,sepses:LogLine_a33e5597,
f65295c635e0ccc0150602d1a74b2ab8256638723802fc4c8e7a9a6ab59394bc,[ <*>.<*>] [drm] Max GMR ids is <*>,sepses:LogLine_1e5de210,max GMR id be
1ecfa21745db81614de2f241c2da8b6c6d9607b063dc913e0881c19ee1de660c,[ <*>.<*>] [drm] Max number of GMR pages is <*>,sepses:LogLine_331c2c9b,max number|GMR page be
e8e14210c964371e3645a9d4dea4a4bc8945513ff132842d39b334043a284c2e,[ <*>.<*>] sd <*>:<*>:<*>:<*>: [sda] <*> <*>-byte logical blocks: (<*>.<*> GB/<*>.<*> GiB),sepses:LogLine_c2de576e,byte logical block
50c14825f33defd7510b9085dcdc29ef91bfd6a156b8764fd2543c24df746a13,[ <*>.<*>] sd <*>:<*>:<*>:<*>: [sda] Write Protect is off,sepses:LogLine_ed6380b9,write Protect be
ef680e527eeeb8eee534c4ee2800da57e56b46d13ce01df26a4aade594dacb9a,[ <*>.<*>] sd <*>:<*>:<*>:<*>: [sda] Mode Sense: <*> <*> <*> <*>,sepses:LogLine_437138ae,Mode sense
e00ed658e42e36fe4d121f376ec9acdf3b416b8d0c72ac09279828818eabc7f5,[ <*>.<*>] sd <*>:<*>:<*>:<*>: [sda] <*> <*> <*>,sepses:LogLine_360d01e5,
6c3750a07e6c21c666e1fd1a7bc6d9613c2b0252006b7da20e74659b2df3d5f1,[ <*>.<*>] sd <*>:<*>:<*>:<*>: [sda] Assuming drive cache: write through,sepses:LogLine_3b16214e,assume drive cache
8cccf31ae01b543252cdc5b00dc79e0685ab123dc40bafd7bfe79e74e610aec7,[ <*>.<*>] [drm] Max dedicated hypervisor surface memory is <*> kiB,sepses:LogLine_e4772aab,max dedicate hypervisor surface memory be
65810d0cb7e9c5d317c03e718bda00a82ce47312437afee26c3d67883a08a6ed,[ <*>.<*>] [drm] <*> <*> <*> size is <*> kiB,sepses:LogLine_20b97c8a,size be
5b03b0d1a38a1e1760394fbc295ac16dbb9d10ed50bc48dd88d87ba7917b73c3,[ <*>.<*>] [TTM] Zone kernel: Available graphics memory: <*> kiB,sepses:LogLine_0a397137,Zone kernel|available graphic memory
ff6e1e44e14d42a8ca9be725914dc2ae05e7f14f5c1986bc60fd57f4de9fc828,[ <*>.<*>] [TTM] Initializing pool allocator,sepses:LogLine_282e968d,initialize pool allocator
96a581bce5bc6506d11a028a3d23ba5499decc72bbf557797fa1a8506d9d94ae,[ <*>.<*>] [TTM] Initializing DMA pool allocator,sepses:LogLine_ca7eece8,initialize DMA pool allocator
05de9311bfeb84b8fb80bf3b011b6b821fe7ff5d6823ebdbe191507318fc6d35,[ <*>.<*>] [drm] Supports vblank timestamp caching Rev <*> (<*>.<*>.<*>).,sepses:LogLine_ce4d1ee6,support vblank timestamp caching rev
0fbeea44de999b9c03cd7173b32d442b444ccda3685e89a247b6273eeda801e4,[ <*>.<*>] [drm] No driver support for vblank timestamp query.,sepses:LogLine_9865a5ff,driver support|vblank timestamp query
5950bd8a8c8ed521f6e634a0df30c3e47f997c8e87f0693f74e13eca66b7e011,[ <*>.<*>] [drm] Screen Objects Display Unit initialized,sepses:LogLine_6f508271,screen object display unit initialize
345c8570b96226c62f79f36fa5f877396c39a2a159358aa6e45462b41071a0a3,[ <*>.<*>] [drm] Fifo max 0x00040000 min 0x00001000 cap 0x0000077f,sepses:LogLine_1b215a98,Fifo max|min 0x00001000 cap 0x0000077f
ea4c0f873efc04c95091159e8bdce848fecaa062bf30bd5729a8d64e7ada6630,[ <*>.<*>] fbcon: svgadrmfb (fb0) is primary device,sepses:LogLine_436073d9,be primary device
da28fc1ad12ee357ba04bdfb83205f6a7ef273ecb62fc0881cb654fdcd4a7810,[ <*>.<*>] Console: switching to colour frame buffer device 100x<*>,sepses:LogLine_38b26182,colour frame buffer device
91ba96b82c03465c67d7e9639c0c5f708c3c2ab703538fd7e3d03ec1d8a4d556,[ <*>.<*>] [drm] Initialized vmwgfx <*>.<*>.<*> <*> for <*>:<*>:0f.<*> on minor <*>,sepses:LogLine_6a14d689,initialize vmwgfx
111cb65f04a635e0f53482ca93247913fdbb8445dd7686dfada4b4d092afed93,[ <*>.<*>] sda: sda1 sda2 < sda5 >,sepses:LogLine_19054e89,sda1 sda2
38fbc7060b9aeae4bdfb0fdcf988eb9e0c152efe94cb1474ed3a39573aae381d,[ <*>.<*>] VMware PVSCSI driver - version <*>-k,sepses:LogLine_18923b39,VMware PVSCSI driver
862f800ac1744adc843c15e7aaf4bdbb042ee63102c90979d51fbc5995f7a0a9,[ <*>.<*>] EXT4-fs (dm-<*>): mounted filesystem with ordered data mode. Opts: (null),sepses:LogLine_a7a49481,mount filesystem|order datum mode
f4bce978460559486b8f3c1ad3055b42d5cc78ba53daa189babd301787890997,[ <*>.<*>] random: nonblocking pool is initialized,sepses:LogLine_6729c12b,nonblocking pool be initialize
42ef51d700349ec5d2e03fb4cb6dbd1a2e15f6abeb3c435b175b2b77a682363e,[ <*>.<*>] lp: driver loaded but no devices found,sepses:LogLine_d3875ee0,driver loaded|device find
84372d934ea432855fcd8e976dfe0cb4cc98911133543f9c7ecbe6c4a9a7d635,"[ <*>.<*>] nf_conntrack version <*>.<*>.<*> (<*> buckets, <*> max)",sepses:LogLine_ceb4e7c6,nf _ conntrack version
19a62f58d9cb0e1b269f7f2acbd38dceb8e096d11388e9ab5e0088a3061d6361,[ <*>.<*>] EXT4-fs (dm-<*>): re-mounted. Opts: errors=remount-ro,sepses:LogLine_1a26fe39,
9bac537833fd693358d0cc8cde55344af363780b73484c900f28b2883302b011,"[ <*>.<*>] vmw_vmci <*>:<*>:<*>.<*>: Found VMCI PCI device at 0x11080, irq <*>",sepses:LogLine_43375241,found vmci pci device
2fbae0000b1aba41a414c8c3f60023f61cc0a6418b354f44887f56702e331fc1,[ <*>.<*>] vmw_vmci <*>:<*>:<*>.<*>: Using capabilities 0xc,sepses:LogLine_4abfa1dd,use capability 0xc
0bf652f540158d82d0b5eb79f86e60f8bb2717aa51b03b6b52dfbb1426d83951,[ <*>.<*>] Guest personality initialized and is active,sepses:LogLine_51712743,personality initialize|be active
e64c25cbbf08a055f36875bd4ba1e45a0da44377d79218d6cf9e90e9c98bce3d,"[ <*>.<*>] VMCI host device registered (name=vmci, major=<*>, minor=<*>)",sepses:LogLine_a79a69dc,vmci host device register
5dc8c41a08fec3768eb0a01b401809439c59f5e2709dfc3bd28e955a195720e5,[ <*>.<*>] Initialized host personality,sepses:LogLine_d41808f7,initialize host personality
2e152acb40aa355712197000ccbd9cec7a7816b4363600db512192a17f3f50b5,[ <*>.<*>] parport_pc <*>:<*>: reported by Plug and Play ACPI,sepses:LogLine_0701bc46,play acpi
02093db1ffcc43cd1309a9458a72f2b0b65524db3069f1ae7bd29886a2415125,"[ <*>.<*>] parport0: PC-style at 0x378, irq <*> [PCSPP,TRISTATE]",sepses:LogLine_fcfe2eff,
66805d3ac601025def3dd98aa684e264d86a94bc7f65e5f30b3a66c3211cff53,[ <*>.<*>] piix4_smbus <*>:<*>:<*>.<*>: SMBus Host Controller not enabled!,sepses:LogLine_5adb9314,piix4 _ smbus|smbus Host Controller
696262b9fd4ceed9466810e6bb7a890021e72442226f2a9bfc372deff407bb30,[ <*>.<*>] ppdev: user-space parallel port driver,sepses:LogLine_3fadc048,user-space parallel port driver
aa52bfea1edb9e6dc21d6de35ca0ef4084bf8e11af67b456012d296e452031f9,[ <*>.<*>] AVX version of gcm_enc/dec engaged.,sepses:LogLine_c2ed56a0,AVX version|enc/dec engage
8dca50a251914e80cf01654bff95166a6ecf146b6d93f48f412a6a69eb5f1532,[ <*>.<*>] AES CTR mode by8 optimization enabled,sepses:LogLine_5efd1941,aes ctr mode by8 optimization enable
04198e6a1e7e7b3c5316635148a1746a252015ef8e693acfd78711d60f9130fc,[ <*>.<*>] intel_rapl: no valid rapl domains found in package <*>,sepses:LogLine_1b5217dd,intel _ rapl|valid rapl domain find
2571399f9887fd16f78fd4056b2be6e91493415fc8e45702d7f4470a78a4d94d,[ <*>.<*>] Adding 2093052k swap on /dev/mapper/fajar--server--vg-swap_<*>. Priority:<*> extents:<*> across:2093052k FS,sepses:LogLine_7bc0af0e,add 2093052k swap|vg-swap _
c74c387d888f79b2c47b6fda728e75bf601c1b6c559617a3f68bc6c7ee5bee16,[ <*>.<*>] EXT4-fs (sda1): mounting ext2 file system using the ext4 subsystem,sepses:LogLine_ef88a2eb,mount ext2 file system use|ext4 subsystem
9158a80aff0bcba2d63cc6256e9bc432fea3bff7d3a0a4e08ebc9b58623ff6f4,[ <*>.<*>] EXT4-fs (sda1): mounted filesystem without journal. Opts: (null),sepses:LogLine_d3789394,mount filesystem
00ff6da3d961e3baa2e69c3fdfe82cb3d0a68816b7be4b211072aeeccf15bdb3,"[ <*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" <*> pid=<*> comm=""apparmor_parser""",sepses:LogLine_d4a7c861,
a2c3fec12dc7c58216848575e69528f15f0bd4b7bc260456212537799933eb3f,"[ <*>.<*>] cgroup: new mount options do not match the existing superblock, will be ignored",sepses:LogLine_e69769ef,new mount option do|exist superblock|be ignore
11b63ea11801de7c4cc5c0c18e378426c4bea6a045bc2d88119a21844dbd933b,"[ <*>.<*>] vmxnet3 <*>:<*>:<*>.<*> ens160: intr type <*>, mode <*>, <*> vectors allocated",sepses:LogLine_8eed12ae,intr type|vector allocate
dbcef9f17e80a5e4b4513b07408816fb09737ddb79f9771b36d07f2b05a68934,[ <*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=<*>,sepses:LogLine_1c76bbdf,UFW BLOCK
266aeb7756fbf6032143468479c06284f79304b1462ebe704c006ef82e18a87f,[ <*>.<*>] nf_conntrack: automatic helper assignment is deprecated and it will be removed soon. Use the iptables CT target to attach helpers instead.,sepses:LogLine_a04feb7c,nf _ conntrack|automatic helper assignment be deprecate|be remove|iptable CT target|attach helper
e22aea04aeb7c091e84d9e90015eb60145ac599b31ba45aebccb88c4a0bc9e02,[ <*>.<*>] <*> <*> hash matches,sepses:LogLine_9f29b756,hash match
5378ea1ab38c135f85516c7e960eec737b748917ab1e6a831985cb2136c691ac,"[ <*>.<*>] SGI XFS with ACLs, security attributes, realtime, no debug enabled",sepses:LogLine_c090d417,SGI xfs|security attribute|debug enable
2a54efa9798382c2fe4c7a3bd6c402bc09246ce486298b63253e06d5ed0c765c,"[ <*>.<*>] JFS: nTxBlock = <*>, nTxLock = <*>",sepses:LogLine_47150e55,
b77d2403d46ad8de804ca13cf56426bcf1ff673559ae671452c27b7511b48bdf,[ <*>.<*>] ntfs: driver <*>.<*>.<*> [Flags: R/O MODULE].,sepses:LogLine_95150cd3,r/o module
6cc7a462987c59541079f5d6372514734850d0ea0a371fbe3bcfea2566c00d23,[ <*>.<*>] QNX4 filesystem <*>.<*>.<*> registered.,sepses:LogLine_fd918f0a,qnx4 filesystem
c9531cac7a88ff8b27d2735f89aac9755ffcd71debcad2f83f4eed9d17188371,[ <*>.<*>] raid6: <*> <*> <*> MB/s,sepses:LogLine_7c1956f1,
e7fa2884bdc48900f882e9a32b8b7cde51b16845bb04f541b0e64ee7b89aae44,[ <*>.<*>] raid6: using algorithm sse2x4 gen() <*> MB/s,sepses:LogLine_e9619ba7,use algorithm sse2x4 gen
088142fd324929bdd4861b7a2bca1700c35c787735420d5ef69904f0d7265f12,"[ <*>.<*>] raid6: .... xor() <*> MB/s, rmw enabled",sepses:LogLine_50e3bf8c,rmw enable
74b8f2cd55f7077016c9e33e2946a640f592c738656a7da2f09a4b59b8d3bc66,[ <*>.<*>] raid6: using ssse3x2 recovery algorithm,sepses:LogLine_80e67dec,use ssse3x2 recovery algorithm
19fa9521dc41170301b90da91fd3ce5482aa79b1f3e4ebd2bd4c541886423f4a,[ <*>.<*>] xor: automatically using best checksumming function:,sepses:LogLine_84ddec77,checksumming function
60db1bd6baf3b03e1abe0cc57bfec2b612c0c64c1ee7c1191fb4ffc6202fc287,[ <*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,sepses:LogLine_7dabc3c3,UFW BLOCK
1fbf49381121a72381c33e9a0be34a812f8ef0c78e570d1888a1980c4ab2a3ac,[<*>.<*>] lvm2-activation[<*>]: segfault at d0 ip <*> sp <*> error <*> in <*>,sepses:LogLine_336b65b9,d0 ip
3d4b83448ebbe53b202c59e3afa390fdb7efcd903b80411c8f7b7c825b54a74f,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): apparmor=""STATUS"" <*> profile=""unconfined"" <*> pid=<*> comm=""apparmor_parser""",sepses:LogLine_bcd3a822,
cdd72d5335073f8910951710e8fc969d96ca15cca80a65756d9d78badeb83f8e,"[<*>.<*>] SGI XFS with ACLs, security attributes, realtime, no debug enabled",sepses:LogLine_f159934b,SGI xfs|security attribute|debug enable
3d0e60df5868b3872b4ff0cecf4c555f37917ac5cdb9789989650d63d3f5a574,"[<*>.<*>] JFS: nTxBlock = <*>, nTxLock = <*>",sepses:LogLine_1e5fd345,
0c718415145a153b82cbc0aac04c29225943684383411b58e30697eb556cb209,[<*>.<*>] ntfs: driver <*>.<*>.<*> [Flags: R/O MODULE].,sepses:LogLine_5b80a6cb,r/o module
4764a8828c0a4650fe38e44d4f2701402176da7882cb05bd1c117b645fec1666,[<*>.<*>] QNX4 filesystem <*>.<*>.<*> registered.,sepses:LogLine_d2c94d72,qnx4 filesystem
215a0467f6322b88d2b2b4bf5b48e0a9d434bfe5c5787d8d7bce1fbc02b5f9de,[<*>.<*>] raid6: <*> <*> <*> MB/s,sepses:LogLine_9e9715b2,
96bfe16dd5536e75fa0db1e63ff0967b2a0d3355d09ec12a23e098766c251a0e,[<*>.<*>] raid6: using algorithm sse2x4 gen() <*> MB/s,sepses:LogLine_d52c0bab,use algorithm sse2x4 gen
33bf04112ef45b1c5e0e6bc0c6ec1fba3eca57592eac1edad3d48421242f01da,"[<*>.<*>] raid6: .... xor() <*> MB/s, rmw enabled",sepses:LogLine_93d67d64,rmw enable
ae02865a8e4930319d489385e2ae2d3cc7873935f7434cae7ecb41ac6afe8d49,[<*>.<*>] raid6: using ssse3x2 recovery algorithm,sepses:LogLine_aabdb1b0,use ssse3x2 recovery algorithm
3df9b1940adc0a7caefc41bda3705a41361b847efe88d164cdd64396613ea6bd,[<*>.<*>] xor: automatically using best checksumming function:,sepses:LogLine_111a01f8,checksumming function
e588b4f580f381ef6e41ed399966cb4fc089227acd56a469bcbe3fa4a94bc989,[<*>.<*>] avx : <*>.<*> MB/sec,sepses:LogLine_b2d4854d,
cd8d927e351764518a611e58961147b4c8a928b8d9c518ed84fa89b1ab2aa8bc,[<*>.<*>] Btrfs loaded,sepses:LogLine_7a05b312,btrf load
5f04e1f6d276b604e54c514029d55f6cd5578963bd20524dd34234a025d3a556,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-generic (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Fri Jan <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-generic <*>.<*>.<*>),sepses:LogLine_a4bb9540,linux version|gcc version|ubuntu1 ~|Ubuntu SMP Fri Jan
ac52d38564e8dfacac2f73e85884830ab2e2775145577084a88119014a8fa3b9,[ <*>.<*>] vmware: TSC freq read from hypervisor : <*>.<*> MHz,sepses:LogLine_ad608d98,TSC freq read
c1b56a6ac9516b27e48bfed096befae750f4a6182cd823605f2b9103c592662b,[ <*>.<*>] vmware: Host bus clock speed read from hypervisor : <*> Hz,sepses:LogLine_26b13859,Host bus clock speed read
e3a67f19332984068e08ad2c326c04904989c048ca10166b578b5249c6cbc00c,[ <*>.<*>] vmware: using sched offset of <*> ns,sepses:LogLine_4c61dc78,use sched offset
a9e7a00179c74021c24b9c5818011598c379be2d4a33ec071853b75fa0a59cad,[ <*>.<*>] found SMP MP-table at [mem 0x000f6bf0-0x000f6bff],sepses:LogLine_27c9a81a,find smp mp-table|mem 0x000f6bf0-0x000f6bff
227d55db5424f0024d0e6b921c513be782d06d89a73a98720ae1bedfa4c35116,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*>,sepses:LogLine_483df09c,
58103426ebad84256c1035e5fb095df585a0215c45aa8fae59011ca970eac98b,[ <*>.<*>] Reserved but unavailable: <*> pages,sepses:LogLine_e2a8ecc6,
fc8a1556948d6c8575d1ff05ae147882b3b02e024e4196141d4d31e7b1d8270e,[ <*>.<*>] random: get_random_bytes called from start_kernel+0x99/0x4fd with crng_init=<*>,sepses:LogLine_bfe7c01d,random _ byte call|start _ kernel
8b460d0872155a670ea3fd4a7a14212e1e37471aeba6479c0e7432ceda840581,[ <*>.<*>] percpu: Embedded <*> pages/cpu s147456 r8192 d28672 u<*>,sepses:LogLine_e239aa8c,pages/cpu s147456 r8192 d28672 u
848427ec64d169cf25890befbb65e59163983542da0539aedd46ba182215c81e,"[ <*>.<*>] Built <*> zonelists, mobility grouping on. Total pages: <*>",sepses:LogLine_6111a56b,mobility group|total page
4cd825d4876569921439edd80d78d6b57c7c76500fba17a17fba23517df404c2,"[ <*>.<*>] NR_IRQS: <*>, nr_irqs: <*>, preallocated irqs: <*>",sepses:LogLine_448ffa05,nr _ irq|preallocated irq
ea599189b4bab30e54f834422000c5e7690f096b6e06864eb85154777188e21b,[ <*>.<*>] APIC: Switch to symmetric I/O mode setup,sepses:LogLine_78932e3c,symmetric i/o mode setup
0fba93b2da53f36b5ee0af7b4459e644b11bab49234901df68fcfcb4c22304e1,"[ <*>.<*>] Performance Events: SandyBridge events, core PMU driver.",sepses:LogLine_1c23df9b,Performance event|sandybridge event|core pmu driver
0b92b80d742700278a7712e106686cc4f3add0ca6e59a5ce1e7704edf0f1c26e,[ <*>.<*>] Hierarchical SRCU implementation.,sepses:LogLine_39f2270c,hierarchical srcu implementation
a552edd16166177ba121e5e14b6d9a73f3737f4152206413480b53bddf2c5085,[ <*>.<*>] NMI watchdog: Perf event create on CPU <*> failed with -<*>,sepses:LogLine_0fb2c1cc,NMI watchdog|perf event create
4ede78c75fbd219953dbb0fd7d909a1d9fc99dca9e230b4940edceabbd5da7db,[ <*>.<*>] NMI watchdog: Perf NMI watchdog permanently disabled,sepses:LogLine_5fbc9904,NMI watchdog|Perf NMI watchdog
3b442e42b473ba655746aee942d838ec926f5af7e1822524d5e55b0e72381f3d,[ <*>.<*>] smp: Bringing up secondary CPUs ...,sepses:LogLine_b2081125,secondary cpus
d9020be9181dc6ee8d2671f81968b14b8b80fac900222d4fe4c70c9d19adb35c,[ <*>.<*>] x86/mm: Memory block size: 128MB,sepses:LogLine_515f329c,memory block size
2aa7ab8a902a246fd7bd860b00898a24b642352f815862a0f688717f87f10cc6,[ <*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): state=initialized audit_enabled=<*> res=<*>,sepses:LogLine_74417e93,
a26ac4d8a299529ee05f8f18c2b5654b7eb0733fb0e748efe9cec038f3db5a4c,[ <*>.<*>] ACPI: Added <*>,sepses:LogLine_51c961ec,
cfe17f3632b69e714568bd4720aee20368d4fd4e2d0514a79c57093037ac917c,[ <*>.<*>] ACPI: BIOS _OSI(Darwin) query ignored,sepses:LogLine_115b40cd,bio _ OSI|query ignore
818c2d363518e8fa4e3f5454b684687f74cc9bc85351caeab28e51a79d28eac6,[ <*>.<*>] pci <*>:<*>:0f.<*>: vgaarb: setting as boot VGA device,sepses:LogLine_5e00996b,boot VGA device
